agri_year,month_start,calendar_year,month,district_id,district,price_type,commodity,price_rs_per_quintal,unit,data_origin,annual_level_basis,annual_level_rs_per_quintal,generator_version,generator_seed
2021-22,2022-01-01,2022,1,OD15,Kalahandi,Wholesale,Jute,3925.46,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2021-22,2022-02-01,2022,2,OD15,Kalahandi,Wholesale,Jute,3944.51,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2021-22,2022-03-01,2022,3,OD15,Kalahandi,Wholesale,Jute,4105.02,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2021-22,2022-04-01,2022,4,OD15,Kalahandi,Wholesale,Jute,3869.39,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2021-22,2022-05-01,2022,5,OD15,Kalahandi,Wholesale,Jute,3815.23,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2021-22,2022-06-01,2022,6,OD15,Kalahandi,Wholesale,Jute,3719.04,Rs/quintal,synthetic,projected,3809.64,synthetic-prices-v1,20260917
2022-23,2022-07-01,2022,7,OD15,Kalahandi,Wholesale,Jute,3717.92,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2022-08-01,2022,8,OD15,Kalahandi,Wholesale,Jute,3652.28,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2022-09-01,2022,9,OD15,Kalahandi,Wholesale,Jute,3916.87,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2022-10-01,2022,10,OD15,Kalahandi,Wholesale,Jute,3969.18,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2022-11-01,2022,11,OD15,Kalahandi,Wholesale,Jute,4013.23,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2022-12-01,2022,12,OD15,Kalahandi,Wholesale,Jute,4367.98,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-01-01,2023,1,OD15,Kalahandi,Wholesale,Jute,4389.42,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-02-01,2023,2,OD15,Kalahandi,Wholesale,Jute,4460.92,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-03-01,2023,3,OD15,Kalahandi,Wholesale,Jute,4412.77,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-04-01,2023,4,OD15,Kalahandi,Wholesale,Jute,4221.98,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-05-01,2023,5,OD15,Kalahandi,Wholesale,Jute,4033.56,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2022-23,2023-06-01,2023,6,OD15,Kalahandi,Wholesale,Jute,3890.46,Rs/quintal,synthetic,projected,4087.22,synthetic-prices-v1,20260917
2023-24,2023-07-01,2023,7,OD15,Kalahandi,Wholesale,Jute,4198.03,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2023-08-01,2023,8,OD15,Kalahandi,Wholesale,Jute,4117.8,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2023-09-01,2023,9,OD15,Kalahandi,Wholesale,Jute,4215.09,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2023-10-01,2023,10,OD15,Kalahandi,Wholesale,Jute,4187.91,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2023-11-01,2023,11,OD15,Kalahandi,Wholesale,Jute,4283.77,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2023-12-01,2023,12,OD15,Kalahandi,Wholesale,Jute,4581.22,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-01-01,2024,1,OD15,Kalahandi,Wholesale,Jute,4817.51,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-02-01,2024,2,OD15,Kalahandi,Wholesale,Jute,4597.23,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-03-01,2024,3,OD15,Kalahandi,Wholesale,Jute,4598.13,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-04-01,2024,4,OD15,Kalahandi,Wholesale,Jute,4500.23,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-05-01,2024,5,OD15,Kalahandi,Wholesale,Jute,4321.2,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2023-24,2024-06-01,2024,6,OD15,Kalahandi,Wholesale,Jute,4202.01,Rs/quintal,synthetic,projected,4385.01,synthetic-prices-v1,20260917
2024-25,2024-07-01,2024,7,OD15,Kalahandi,Wholesale,Jute,4365.54,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2024-08-01,2024,8,OD15,Kalahandi,Wholesale,Jute,4148.1,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2024-09-01,2024,9,OD15,Kalahandi,Wholesale,Jute,4303.82,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2024-10-01,2024,10,OD15,Kalahandi,Wholesale,Jute,4568.6,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2024-11-01,2024,11,OD15,Kalahandi,Wholesale,Jute,4861.02,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2024-12-01,2024,12,OD15,Kalahandi,Wholesale,Jute,4915.6,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-01-01,2025,1,OD15,Kalahandi,Wholesale,Jute,5181.39,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-02-01,2025,2,OD15,Kalahandi,Wholesale,Jute,4962.47,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-03-01,2025,3,OD15,Kalahandi,Wholesale,Jute,4986.56,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-04-01,2025,4,OD15,Kalahandi,Wholesale,Jute,4937.14,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-05-01,2025,5,OD15,Kalahandi,Wholesale,Jute,4762.32,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2024-25,2025-06-01,2025,6,OD15,Kalahandi,Wholesale,Jute,4461.47,Rs/quintal,synthetic,projected,4704.5,synthetic-prices-v1,20260917
2013-14,2013-07-01,2013,7,OD17,Kendrapara,Wholesale,Jute,2644.94,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2013-08-01,2013,8,OD17,Kendrapara,Wholesale,Jute,2598.06,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2013-09-01,2013,9,OD17,Kendrapara,Wholesale,Jute,2623.11,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2013-10-01,2013,10,OD17,Kendrapara,Wholesale,Jute,2692.31,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2013-11-01,2013,11,OD17,Kendrapara,Wholesale,Jute,2776.82,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2013-12-01,2013,12,OD17,Kendrapara,Wholesale,Jute,2830.15,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-01-01,2014,1,OD17,Kendrapara,Wholesale,Jute,2843.1,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-02-01,2014,2,OD17,Kendrapara,Wholesale,Jute,3073.32,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-03-01,2014,3,OD17,Kendrapara,Wholesale,Jute,3033.67,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-04-01,2014,4,OD17,Kendrapara,Wholesale,Jute,2969.29,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-05-01,2014,5,OD17,Kendrapara,Wholesale,Jute,2834.81,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2013-14,2014-06-01,2014,6,OD17,Kendrapara,Wholesale,Jute,2680.42,Rs/quintal,synthetic,published,2800.0,synthetic-prices-v1,20260917
2014-15,2014-07-01,2014,7,OD17,Kendrapara,Wholesale,Jute,2717.82,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2014-08-01,2014,8,OD17,Kendrapara,Wholesale,Jute,2658.78,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2014-09-01,2014,9,OD17,Kendrapara,Wholesale,Jute,2693.69,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2014-10-01,2014,10,OD17,Kendrapara,Wholesale,Jute,2770.38,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2014-11-01,2014,11,OD17,Kendrapara,Wholesale,Jute,2822.13,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2014-12-01,2014,12,OD17,Kendrapara,Wholesale,Jute,2913.3,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-01-01,2015,1,OD17,Kendrapara,Wholesale,Jute,3051.34,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-02-01,2015,2,OD17,Kendrapara,Wholesale,Jute,3211.17,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-03-01,2015,3,OD17,Kendrapara,Wholesale,Jute,3282.35,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-04-01,2015,4,OD17,Kendrapara,Wholesale,Jute,2962.07,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-05-01,2015,5,OD17,Kendrapara,Wholesale,Jute,2895.34,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2014-15,2015-06-01,2015,6,OD17,Kendrapara,Wholesale,Jute,2821.63,Rs/quintal,synthetic,published,2900.0,synthetic-prices-v1,20260917
2015-16,2015-07-01,2015,7,OD17,Kendrapara,Wholesale,Jute,2793.6,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2015-08-01,2015,8,OD17,Kendrapara,Wholesale,Jute,2723.18,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2015-09-01,2015,9,OD17,Kendrapara,Wholesale,Jute,2705.74,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2015-10-01,2015,10,OD17,Kendrapara,Wholesale,Jute,2786.75,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2015-11-01,2015,11,OD17,Kendrapara,Wholesale,Jute,2905.81,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2015-12-01,2015,12,OD17,Kendrapara,Wholesale,Jute,2988.72,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-01-01,2016,1,OD17,Kendrapara,Wholesale,Jute,3152.56,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-02-01,2016,2,OD17,Kendrapara,Wholesale,Jute,3310.04,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-03-01,2016,3,OD17,Kendrapara,Wholesale,Jute,3254.11,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-04-01,2016,4,OD17,Kendrapara,Wholesale,Jute,3081.9,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-05-01,2016,5,OD17,Kendrapara,Wholesale,Jute,2979.03,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2015-16,2016-06-01,2016,6,OD17,Kendrapara,Wholesale,Jute,2862.57,Rs/quintal,synthetic,published,2962.0,synthetic-prices-v1,20260917
2016-17,2016-07-01,2016,7,OD17,Kendrapara,Wholesale,Jute,3169.55,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2016-08-01,2016,8,OD17,Kendrapara,Wholesale,Jute,3138.19,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2016-09-01,2016,9,OD17,Kendrapara,Wholesale,Jute,3086.19,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2016-10-01,2016,10,OD17,Kendrapara,Wholesale,Jute,3122.05,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2016-11-01,2016,11,OD17,Kendrapara,Wholesale,Jute,3257.75,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2016-12-01,2016,12,OD17,Kendrapara,Wholesale,Jute,3249.16,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-01-01,2017,1,OD17,Kendrapara,Wholesale,Jute,3533.35,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-02-01,2017,2,OD17,Kendrapara,Wholesale,Jute,3459.76,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-03-01,2017,3,OD17,Kendrapara,Wholesale,Jute,3450.83,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-04-01,2017,4,OD17,Kendrapara,Wholesale,Jute,3337.74,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-05-01,2017,5,OD17,Kendrapara,Wholesale,Jute,3087.54,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2016-17,2017-06-01,2017,6,OD17,Kendrapara,Wholesale,Jute,3107.89,Rs/quintal,synthetic,published,3250.0,synthetic-prices-v1,20260917
2017-18,2017-07-01,2017,7,OD17,Kendrapara,Wholesale,Jute,3318.59,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2017-08-01,2017,8,OD17,Kendrapara,Wholesale,Jute,3203.68,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2017-09-01,2017,9,OD17,Kendrapara,Wholesale,Jute,3177.11,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2017-10-01,2017,10,OD17,Kendrapara,Wholesale,Jute,3322.53,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2017-11-01,2017,11,OD17,Kendrapara,Wholesale,Jute,3480.88,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2017-12-01,2017,12,OD17,Kendrapara,Wholesale,Jute,3667.24,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-01-01,2018,1,OD17,Kendrapara,Wholesale,Jute,3711.21,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-02-01,2018,2,OD17,Kendrapara,Wholesale,Jute,3604.99,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-03-01,2018,3,OD17,Kendrapara,Wholesale,Jute,3785.56,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-04-01,2018,4,OD17,Kendrapara,Wholesale,Jute,3630.2,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-05-01,2018,5,OD17,Kendrapara,Wholesale,Jute,3408.98,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2017-18,2018-06-01,2018,6,OD17,Kendrapara,Wholesale,Jute,3269.02,Rs/quintal,synthetic,published,3465.0,synthetic-prices-v1,20260917
2018-19,2018-07-01,2018,7,OD17,Kendrapara,Wholesale,Jute,3932.55,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2018-08-01,2018,8,OD17,Kendrapara,Wholesale,Jute,4036.05,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2018-09-01,2018,9,OD17,Kendrapara,Wholesale,Jute,4095.76,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2018-10-01,2018,10,OD17,Kendrapara,Wholesale,Jute,4377.14,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2018-11-01,2018,11,OD17,Kendrapara,Wholesale,Jute,4279.32,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2018-12-01,2018,12,OD17,Kendrapara,Wholesale,Jute,4563.69,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-01-01,2019,1,OD17,Kendrapara,Wholesale,Jute,4836.99,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-02-01,2019,2,OD17,Kendrapara,Wholesale,Jute,4578.11,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-03-01,2019,3,OD17,Kendrapara,Wholesale,Jute,4725.86,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-04-01,2019,4,OD17,Kendrapara,Wholesale,Jute,4657.73,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-05-01,2019,5,OD17,Kendrapara,Wholesale,Jute,4514.15,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2018-19,2019-06-01,2019,6,OD17,Kendrapara,Wholesale,Jute,4202.64,Rs/quintal,synthetic,published,4400.0,synthetic-prices-v1,20260917
2019-20,2019-07-01,2019,7,OD17,Kendrapara,Wholesale,Jute,4376.91,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2019-08-01,2019,8,OD17,Kendrapara,Wholesale,Jute,4389.51,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2019-09-01,2019,9,OD17,Kendrapara,Wholesale,Jute,4369.02,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2019-10-01,2019,10,OD17,Kendrapara,Wholesale,Jute,4663.67,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2019-11-01,2019,11,OD17,Kendrapara,Wholesale,Jute,4812.28,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2019-12-01,2019,12,OD17,Kendrapara,Wholesale,Jute,4949.13,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-01-01,2020,1,OD17,Kendrapara,Wholesale,Jute,5053.15,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-02-01,2020,2,OD17,Kendrapara,Wholesale,Jute,4993.51,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-03-01,2020,3,OD17,Kendrapara,Wholesale,Jute,5071.38,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-04-01,2020,4,OD17,Kendrapara,Wholesale,Jute,4939.52,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-05-01,2020,5,OD17,Kendrapara,Wholesale,Jute,4576.3,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2019-20,2020-06-01,2020,6,OD17,Kendrapara,Wholesale,Jute,4452.61,Rs/quintal,synthetic,projected,4720.58,synthetic-prices-v1,20260917
2020-21,2020-07-01,2020,7,OD17,Kendrapara,Wholesale,Jute,4754.19,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2020-08-01,2020,8,OD17,Kendrapara,Wholesale,Jute,4928.09,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2020-09-01,2020,9,OD17,Kendrapara,Wholesale,Jute,4962.25,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2020-10-01,2020,10,OD17,Kendrapara,Wholesale,Jute,4922.09,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2020-11-01,2020,11,OD17,Kendrapara,Wholesale,Jute,5045.32,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2020-12-01,2020,12,OD17,Kendrapara,Wholesale,Jute,5397.54,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-01-01,2021,1,OD17,Kendrapara,Wholesale,Jute,5417.47,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-02-01,2021,2,OD17,Kendrapara,Wholesale,Jute,5395.23,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-03-01,2021,3,OD17,Kendrapara,Wholesale,Jute,5194.1,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-04-01,2021,4,OD17,Kendrapara,Wholesale,Jute,4944.93,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-05-01,2021,5,OD17,Kendrapara,Wholesale,Jute,5048.17,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2020-21,2021-06-01,2021,6,OD17,Kendrapara,Wholesale,Jute,4764.94,Rs/quintal,synthetic,projected,5064.53,synthetic-prices-v1,20260917
2021-22,2021-07-01,2021,7,OD17,Kendrapara,Wholesale,Jute,5272.81,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2021-08-01,2021,8,OD17,Kendrapara,Wholesale,Jute,5100.01,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2021-09-01,2021,9,OD17,Kendrapara,Wholesale,Jute,4948.99,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2021-10-01,2021,10,OD17,Kendrapara,Wholesale,Jute,5022.73,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2021-11-01,2021,11,OD17,Kendrapara,Wholesale,Jute,5299.47,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2021-12-01,2021,12,OD17,Kendrapara,Wholesale,Jute,5401.18,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-01-01,2022,1,OD17,Kendrapara,Wholesale,Jute,5761.6,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-02-01,2022,2,OD17,Kendrapara,Wholesale,Jute,6110.97,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-03-01,2022,3,OD17,Kendrapara,Wholesale,Jute,5789.3,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-04-01,2022,4,OD17,Kendrapara,Wholesale,Jute,5817.29,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-05-01,2022,5,OD17,Kendrapara,Wholesale,Jute,5614.06,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2021-22,2022-06-01,2022,6,OD17,Kendrapara,Wholesale,Jute,5063.92,Rs/quintal,synthetic,projected,5433.53,synthetic-prices-v1,20260917
2022-23,2022-07-01,2022,7,OD17,Kendrapara,Wholesale,Jute,5507.33,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2022-08-01,2022,8,OD17,Kendrapara,Wholesale,Jute,5430.07,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2022-09-01,2022,9,OD17,Kendrapara,Wholesale,Jute,5349.48,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2022-10-01,2022,10,OD17,Kendrapara,Wholesale,Jute,5571.6,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2022-11-01,2022,11,OD17,Kendrapara,Wholesale,Jute,5699.05,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2022-12-01,2022,12,OD17,Kendrapara,Wholesale,Jute,5965.31,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-01-01,2023,1,OD17,Kendrapara,Wholesale,Jute,6240.24,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-02-01,2023,2,OD17,Kendrapara,Wholesale,Jute,6359.32,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-03-01,2023,3,OD17,Kendrapara,Wholesale,Jute,6085.72,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-04-01,2023,4,OD17,Kendrapara,Wholesale,Jute,5959.73,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-05-01,2023,5,OD17,Kendrapara,Wholesale,Jute,5986.22,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2022-23,2023-06-01,2023,6,OD17,Kendrapara,Wholesale,Jute,5798.91,Rs/quintal,synthetic,projected,5829.42,synthetic-prices-v1,20260917
2023-24,2023-07-01,2023,7,OD17,Kendrapara,Wholesale,Jute,5904.86,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2023-08-01,2023,8,OD17,Kendrapara,Wholesale,Jute,5837.01,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2023-09-01,2023,9,OD17,Kendrapara,Wholesale,Jute,5888.8,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2023-10-01,2023,10,OD17,Kendrapara,Wholesale,Jute,6006.47,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2023-11-01,2023,11,OD17,Kendrapara,Wholesale,Jute,6263.47,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2023-12-01,2023,12,OD17,Kendrapara,Wholesale,Jute,6645.21,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-01-01,2024,1,OD17,Kendrapara,Wholesale,Jute,6720.69,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-02-01,2024,2,OD17,Kendrapara,Wholesale,Jute,6528.0,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-03-01,2024,3,OD17,Kendrapara,Wholesale,Jute,6470.49,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-04-01,2024,4,OD17,Kendrapara,Wholesale,Jute,6522.32,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-05-01,2024,5,OD17,Kendrapara,Wholesale,Jute,6137.97,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2023-24,2024-06-01,2024,6,OD17,Kendrapara,Wholesale,Jute,6124.48,Rs/quintal,synthetic,projected,6254.15,synthetic-prices-v1,20260917
2024-25,2024-07-01,2024,7,OD17,Kendrapara,Wholesale,Jute,6233.94,Rs/quintal,synthetic,projected,6709.82,synthetic-prices-v1,20260917
2024-25,2024-08-01,2024,8,OD17,Kendrapara,Wholesale,Jute,5967.8,Rs/quintal,synthetic,projected,6709.82,synthetic-prices-v1,20260917
2024-25,2024-09-01,2024,9,OD17,Kendrapara,Wholesale,Jute,5930.0,Rs/quintal,synthetic,projected,6709.82,synthetic-prices-v1,20260917
