price_type,commodity,district_id,agri_year,basis,annual_level,months
Farm Harvest,Wheat,OD17,2018-19,published,1725.0,3
Farm Harvest,Wheat,OD17,2019-20,projected,1787.39,3
Farm Harvest,Wheat,OD17,2020-21,projected,1852.05,3
Farm Harvest,Wheat,OD17,2021-22,projected,1919.04,3
Farm Harvest,Wheat,OD17,2022-23,projected,1988.45,3
Farm Harvest,Wheat,OD17,2023-24,projected,2060.37,3
Farm Harvest,Wheat,OD17,2024-25,projected,2134.9,3
Farm Harvest,Wheat,OD18,2013-14,published,1473.0,3
Farm Harvest,Wheat,OD18,2014-15,published,1553.0,3
Farm Harvest,Wheat,OD18,2015-16,published,1633.0,3
Farm Harvest,Wheat,OD18,2016-17,published,1800.0,3
Farm Harvest,Wheat,OD18,2017-18,published,1751.0,3
Farm Harvest,Wheat,OD18,2018-19,imputed,1820.16,3
Farm Harvest,Wheat,OD18,2019-20,projected,1824.18,3
Farm Harvest,Wheat,OD18,2020-21,projected,1890.16,3
Farm Harvest,Wheat,OD18,2021-22,projected,1958.53,3
Farm Harvest,Wheat,OD18,2022-23,projected,2029.37,3
Farm Harvest,Wheat,OD18,2023-24,projected,2102.78,3
Farm Harvest,Wheat,OD18,2024-25,projected,2178.84,3
Farm Harvest,Wheat,OD19,2013-14,published,1550.0,3
Farm Harvest,Wheat,OD19,2014-15,published,1625.0,3
Farm Harvest,Wheat,OD19,2015-16,published,1650.0,3
Farm Harvest,Wheat,OD19,2016-17,published,1666.0,3
Farm Harvest,Wheat,OD19,2017-18,published,2000.0,3
Farm Harvest,Wheat,OD19,2018-19,imputed,1881.55,3
Farm Harvest,Wheat,OD19,2019-20,projected,1885.71,3
Farm Harvest,Wheat,OD19,2020-21,projected,1953.91,3
Farm Harvest,Wheat,OD19,2021-22,projected,2024.59,3
Farm Harvest,Wheat,OD19,2022-23,projected,2097.82,3
Farm Harvest,Wheat,OD19,2023-24,projected,2173.7,3
Farm Harvest,Wheat,OD19,2024-25,projected,2252.32,3
Farm Harvest,Wheat,OD20,2013-14,imputed,1527.94,3
Farm Harvest,Wheat,OD20,2014-15,imputed,1592.77,3
Farm Harvest,Wheat,OD20,2015-16,imputed,1638.68,3
Farm Harvest,Wheat,OD20,2016-17,imputed,1699.44,3
Farm Harvest,Wheat,OD20,2017-18,imputed,1765.18,3
Farm Harvest,Wheat,OD20,2018-19,published,1825.0,3
Farm Harvest,Wheat,OD20,2019-20,projected,1891.01,3
Farm Harvest,Wheat,OD20,2020-21,projected,1959.41,3
Farm Harvest,Wheat,OD20,2021-22,projected,2030.28,3
Farm Harvest,Wheat,OD20,2022-23,projected,2103.72,3
Farm Harvest,Wheat,OD20,2023-24,projected,2179.81,3
Farm Harvest,Wheat,OD20,2024-25,projected,2258.66,3
Farm Harvest,Wheat,OD21,2013-14,imputed,1373.63,3
Farm Harvest,Wheat,OD21,2014-15,imputed,1431.91,3
Farm Harvest,Wheat,OD21,2015-16,published,1500.0,3
Farm Harvest,Wheat,OD21,2016-17,published,1500.0,3
Farm Harvest,Wheat,OD21,2017-18,imputed,1586.91,3
Farm Harvest,Wheat,OD21,2018-19,imputed,1640.69,3
Farm Harvest,Wheat,OD21,2019-20,projected,1583.07,3
Farm Harvest,Wheat,OD21,2020-21,projected,1640.33,3
Farm Harvest,Wheat,OD21,2021-22,projected,1699.66,3
Farm Harvest,Wheat,OD21,2022-23,projected,1761.14,3
Farm Harvest,Wheat,OD21,2023-24,projected,1824.84,3
Farm Harvest,Wheat,OD21,2024-25,projected,1890.85,3
Farm Harvest,Wheat,OD22,2013-14,published,1500.0,3
Farm Harvest,Wheat,OD22,2014-15,published,1534.0,3
Farm Harvest,Wheat,OD22,2015-16,published,1620.0,3
Farm Harvest,Wheat,OD22,2016-17,published,1640.0,3
Farm Harvest,Wheat,OD22,2017-18,published,1760.0,3
Farm Harvest,Wheat,OD22,2018-19,published,1814.0,3
Farm Harvest,Wheat,OD22,2019-20,projected,1879.61,3
Farm Harvest,Wheat,OD22,2020-21,projected,1947.6,3
Farm Harvest,Wheat,OD22,2021-22,projected,2018.05,3
Farm Harvest,Wheat,OD22,2022-23,projected,2091.04,3
Farm Harvest,Wheat,OD22,2023-24,projected,2166.67,3
Farm Harvest,Wheat,OD22,2024-25,projected,2245.04,3
Farm Harvest,Wheat,OD23,2013-14,published,1490.0,3
Farm Harvest,Wheat,OD23,2014-15,published,1600.0,3
Farm Harvest,Wheat,OD23,2015-16,published,1700.0,3
Farm Harvest,Wheat,OD23,2016-17,published,1800.0,3
Farm Harvest,Wheat,OD23,2017-18,imputed,1780.51,3
Farm Harvest,Wheat,OD23,2018-19,published,1765.0,3
Farm Harvest,Wheat,OD23,2019-20,projected,1828.84,3
Farm Harvest,Wheat,OD23,2020-21,projected,1894.99,3
Farm Harvest,Wheat,OD23,2021-22,projected,1963.53,3
Farm Harvest,Wheat,OD23,2022-23,projected,2034.56,3
Farm Harvest,Wheat,OD23,2023-24,projected,2108.15,3
Farm Harvest,Wheat,OD23,2024-25,projected,2184.4,3
Farm Harvest,Wheat,OD24,2013-14,published,1500.0,3
Farm Harvest,Wheat,OD24,2014-15,published,1500.0,3
Farm Harvest,Wheat,OD24,2015-16,published,1550.0,3
Farm Harvest,Wheat,OD24,2016-17,published,1600.0,3
Farm Harvest,Wheat,OD24,2017-18,published,1619.0,3
Farm Harvest,Wheat,OD24,2018-19,imputed,1725.73,3
Farm Harvest,Wheat,OD24,2019-20,projected,1729.54,3
Farm Harvest,Wheat,OD24,2020-21,projected,1792.1,3
Farm Harvest,Wheat,OD24,2021-22,projected,1856.92,3
Farm Harvest,Wheat,OD24,2022-23,projected,1924.09,3
Farm Harvest,Wheat,OD24,2023-24,projected,1993.68,3
Farm Harvest,Wheat,OD24,2024-25,projected,2065.79,3
Farm Harvest,Wheat,OD25,2013-14,published,1495.0,3
Farm Harvest,Wheat,OD25,2014-15,imputed,1558.43,3
Farm Harvest,Wheat,OD25,2015-16,imputed,1603.35,3
Farm Harvest,Wheat,OD25,2016-17,imputed,1662.8,3
Farm Harvest,Wheat,OD25,2017-18,imputed,1727.13,3
Farm Harvest,Wheat,OD25,2018-19,imputed,1785.66,3
Farm Harvest,Wheat,OD25,2019-20,projected,1549.08,3
Farm Harvest,Wheat,OD25,2020-21,projected,1605.11,3
Farm Harvest,Wheat,OD25,2021-22,projected,1663.16,3
Farm Harvest,Wheat,OD25,2022-23,projected,1723.32,3
Farm Harvest,Wheat,OD25,2023-24,projected,1785.66,3
Farm Harvest,Wheat,OD25,2024-25,projected,1850.24,3
Farm Harvest,Wheat,OD26,2013-14,imputed,1298.4,3
Farm Harvest,Wheat,OD26,2014-15,imputed,1353.49,3
Farm Harvest,Wheat,OD26,2015-16,imputed,1392.5,3
Farm Harvest,Wheat,OD26,2016-17,imputed,1444.14,3
Farm Harvest,Wheat,OD26,2017-18,published,1500.0,3
Farm Harvest,Wheat,OD26,2018-19,imputed,1550.83,3
Farm Harvest,Wheat,OD26,2019-20,projected,1554.26,3
Farm Harvest,Wheat,OD26,2020-21,projected,1610.47,3
Farm Harvest,Wheat,OD26,2021-22,projected,1668.73,3
Farm Harvest,Wheat,OD26,2022-23,projected,1729.09,3
Farm Harvest,Wheat,OD26,2023-24,projected,1791.63,3
Farm Harvest,Wheat,OD26,2024-25,projected,1856.43,3
Farm Harvest,Wheat,OD28,2013-14,published,1475.0,3
Farm Harvest,Wheat,OD28,2014-15,published,1525.0,3
Farm Harvest,Wheat,OD28,2015-16,published,1550.0,3
Farm Harvest,Wheat,OD28,2016-17,published,1623.0,3
Farm Harvest,Wheat,OD28,2017-18,imputed,1688.44,3
Farm Harvest,Wheat,OD28,2018-19,published,1750.0,3
Farm Harvest,Wheat,OD28,2019-20,projected,1813.3,3
Farm Harvest,Wheat,OD28,2020-21,projected,1878.89,3
Farm Harvest,Wheat,OD28,2021-22,projected,1946.85,3
Farm Harvest,Wheat,OD28,2022-23,projected,2017.27,3
Farm Harvest,Wheat,OD28,2023-24,projected,2090.23,3
Farm Harvest,Wheat,OD28,2024-25,projected,2165.84,3
Farm Harvest,Wheat,OD29,2013-14,published,1500.0,3
Farm Harvest,Wheat,OD29,2014-15,published,1550.0,3
Farm Harvest,Wheat,OD29,2015-16,published,1575.0,3
Farm Harvest,Wheat,OD29,2016-17,published,1650.0,3
Farm Harvest,Wheat,OD29,2017-18,imputed,1715.28,3
Farm Harvest,Wheat,OD29,2018-19,imputed,1773.4,3
Farm Harvest,Wheat,OD29,2019-20,projected,1711.13,3
Farm Harvest,Wheat,OD29,2020-21,projected,1773.02,3
Farm Harvest,Wheat,OD29,2021-22,projected,1837.15,3
Farm Harvest,Wheat,OD29,2022-23,projected,1903.6,3
Farm Harvest,Wheat,OD29,2023-24,projected,1972.46,3
Farm Harvest,Wheat,OD29,2024-25,projected,2043.8,3
Farm Harvest,Wheat,OD30,2013-14,published,1470.0,3
Farm Harvest,Wheat,OD30,2014-15,published,1500.0,3
Farm Harvest,Wheat,OD30,2015-16,published,1700.0,3
Farm Harvest,Wheat,OD30,2016-17,published,1720.0,3
Farm Harvest,Wheat,OD30,2017-18,published,1750.0,3
Farm Harvest,Wheat,OD30,2018-19,published,1750.0,3
Farm Harvest,Wheat,OD30,2019-20,projected,1813.3,3
Farm Harvest,Wheat,OD30,2020-21,projected,1878.89,3
Farm Harvest,Wheat,OD30,2021-22,projected,1946.85,3
Farm Harvest,Wheat,OD30,2022-23,projected,2017.27,3
Farm Harvest,Wheat,OD30,2023-24,projected,2090.23,3
Farm Harvest,Wheat,OD30,2024-25,projected,2165.84,3
Wholesale,Arhar,OD01,2013-14,published,4505.0,12
Wholesale,Arhar,OD01,2014-15,published,5314.0,12
Wholesale,Arhar,OD01,2015-16,published,6024.0,12
Wholesale,Arhar,OD01,2016-17,published,6557.0,12
Wholesale,Arhar,OD01,2017-18,published,6860.0,12
Wholesale,Arhar,OD01,2018-19,published,5800.0,12
Wholesale,Arhar,OD01,2019-20,projected,6187.87,12
Wholesale,Arhar,OD01,2020-21,projected,6601.68,12
Wholesale,Arhar,OD01,2021-22,projected,7043.16,12
Wholesale,Arhar,OD01,2022-23,projected,7514.17,12
Wholesale,Arhar,OD01,2023-24,projected,8016.67,12
Wholesale,Arhar,OD01,2024-25,projected,8552.78,12
Wholesale,Arhar,OD02,2013-14,published,4478.0,12
Wholesale,Arhar,OD02,2014-15,published,5213.0,12
Wholesale,Arhar,OD02,2015-16,published,5909.0,12
Wholesale,Arhar,OD02,2016-17,published,6432.0,12
Wholesale,Arhar,OD02,2017-18,published,6489.0,12
Wholesale,Arhar,OD02,2018-19,published,6489.0,12
Wholesale,Arhar,OD02,2019-20,projected,6922.95,12
Wholesale,Arhar,OD02,2020-21,projected,7385.91,12
Wholesale,Arhar,OD02,2021-22,projected,7879.84,12
Wholesale,Arhar,OD02,2022-23,projected,8406.8,12
Wholesale,Arhar,OD02,2023-24,projected,8969.0,12
Wholesale,Arhar,OD02,2024-25,projected,9568.79,12
Wholesale,Arhar,OD03,2013-14,published,4650.0,12
Wholesale,Arhar,OD03,2014-15,published,5800.0,12
Wholesale,Arhar,OD03,2015-16,published,6574.0,12
Wholesale,Arhar,OD03,2016-17,published,7156.0,12
Wholesale,Arhar,OD03,2017-18,imputed,7122.01,12
Wholesale,Arhar,OD03,2018-19,imputed,6625.83,12
Wholesale,Arhar,OD03,2019-20,projected,7558.93,12
Wholesale,Arhar,OD03,2020-21,projected,8064.43,12
Wholesale,Arhar,OD03,2021-22,projected,8603.73,12
Wholesale,Arhar,OD03,2022-23,projected,9179.1,12
Wholesale,Arhar,OD03,2023-24,projected,9792.94,12
Wholesale,Arhar,OD03,2024-25,projected,10447.84,12
Wholesale,Arhar,OD04,2013-14,published,4600.0,12
Wholesale,Arhar,OD04,2014-15,published,5650.0,12
Wholesale,Arhar,OD04,2015-16,published,6404.0,12
Wholesale,Arhar,OD04,2016-17,published,6971.0,12
Wholesale,Arhar,OD04,2017-18,published,6910.0,12
Wholesale,Arhar,OD04,2018-19,published,7190.0,12
Wholesale,Arhar,OD04,2019-20,projected,7670.83,12
Wholesale,Arhar,OD04,2020-21,projected,8183.81,12
Wholesale,Arhar,OD04,2021-22,projected,8731.09,12
Wholesale,Arhar,OD04,2022-23,projected,9314.98,12
Wholesale,Arhar,OD04,2023-24,projected,9937.91,12
Wholesale,Arhar,OD04,2024-25,projected,10602.5,12
Wholesale,Arhar,OD05,2013-14,published,5000.0,12
Wholesale,Arhar,OD05,2014-15,published,6000.0,12
Wholesale,Arhar,OD05,2015-16,published,6801.0,12
Wholesale,Arhar,OD05,2016-17,published,7403.0,12
Wholesale,Arhar,OD05,2017-18,imputed,7363.16,12
Wholesale,Arhar,OD05,2018-19,published,6571.0,12
Wholesale,Arhar,OD05,2019-20,projected,7010.43,12
Wholesale,Arhar,OD05,2020-21,projected,7479.25,12
Wholesale,Arhar,OD05,2021-22,projected,7979.42,12
Wholesale,Arhar,OD05,2022-23,projected,8513.03,12
Wholesale,Arhar,OD05,2023-24,projected,9082.34,12
Wholesale,Arhar,OD05,2024-25,projected,9689.71,12
Wholesale,Arhar,OD06,2013-14,published,4733.0,12
Wholesale,Arhar,OD06,2014-15,published,5733.0,12
Wholesale,Arhar,OD06,2015-16,published,6499.0,12
Wholesale,Arhar,OD06,2016-17,published,7074.0,12
Wholesale,Arhar,OD06,2017-18,published,6600.0,12
Wholesale,Arhar,OD06,2018-19,published,6640.0,12
Wholesale,Arhar,OD06,2019-20,projected,7084.05,12
Wholesale,Arhar,OD06,2020-21,projected,7557.79,12
Wholesale,Arhar,OD06,2021-22,projected,8063.21,12
Wholesale,Arhar,OD06,2022-23,projected,8602.43,12
Wholesale,Arhar,OD06,2023-24,projected,9177.71,12
Wholesale,Arhar,OD06,2024-25,projected,9791.46,12
Wholesale,Arhar,OD07,2013-14,published,5179.0,12
Wholesale,Arhar,OD07,2014-15,published,6000.0,12
Wholesale,Arhar,OD07,2015-16,published,6801.0,12
Wholesale,Arhar,OD07,2016-17,published,7403.0,12
Wholesale,Arhar,OD07,2017-18,imputed,7504.66,12
Wholesale,Arhar,OD07,2018-19,imputed,6981.83,12
Wholesale,Arhar,OD07,2019-20,projected,7965.06,12
Wholesale,Arhar,OD07,2020-21,projected,8497.72,12
Wholesale,Arhar,OD07,2021-22,projected,9066.0,12
Wholesale,Arhar,OD07,2022-23,projected,9672.28,12
Wholesale,Arhar,OD07,2023-24,projected,10319.11,12
Wholesale,Arhar,OD07,2024-25,projected,11009.19,12
Wholesale,Arhar,OD08,2013-14,published,4500.0,12
Wholesale,Arhar,OD08,2014-15,published,5600.0,12
Wholesale,Arhar,OD08,2015-16,published,6348.0,12
Wholesale,Arhar,OD08,2016-17,published,6909.0,12
Wholesale,Arhar,OD08,2017-18,published,6837.0,12
Wholesale,Arhar,OD08,2018-19,published,6461.0,12
Wholesale,Arhar,OD08,2019-20,projected,6893.07,12
Wholesale,Arhar,OD08,2020-21,projected,7354.04,12
Wholesale,Arhar,OD08,2021-22,projected,7845.84,12
Wholesale,Arhar,OD08,2022-23,projected,8370.52,12
Wholesale,Arhar,OD08,2023-24,projected,8930.3,12
Wholesale,Arhar,OD08,2024-25,projected,9527.5,12
Wholesale,Arhar,OD09,2013-14,published,4789.0,12
Wholesale,Arhar,OD09,2014-15,published,5800.0,12
Wholesale,Arhar,OD09,2015-16,published,6574.0,12
Wholesale,Arhar,OD09,2016-17,published,7156.0,12
Wholesale,Arhar,OD09,2017-18,imputed,7173.63,12
Wholesale,Arhar,OD09,2018-19,imputed,6673.86,12
Wholesale,Arhar,OD09,2019-20,projected,7613.72,12
Wholesale,Arhar,OD09,2020-21,projected,8122.89,12
Wholesale,Arhar,OD09,2021-22,projected,8666.1,12
Wholesale,Arhar,OD09,2022-23,projected,9245.64,12
Wholesale,Arhar,OD09,2023-24,projected,9863.93,12
Wholesale,Arhar,OD09,2024-25,projected,10523.58,12
Wholesale,Arhar,OD10,2013-14,published,4750.0,12
Wholesale,Arhar,OD10,2014-15,published,5600.0,12
Wholesale,Arhar,OD10,2015-16,published,6348.0,12
Wholesale,Arhar,OD10,2016-17,published,6909.0,12
Wholesale,Arhar,OD10,2017-18,published,6870.0,12
Wholesale,Arhar,OD10,2018-19,published,6120.0,12
Wholesale,Arhar,OD10,2019-20,projected,6529.27,12
Wholesale,Arhar,OD10,2020-21,projected,6965.91,12
Wholesale,Arhar,OD10,2021-22,projected,7431.75,12
Wholesale,Arhar,OD10,2022-23,projected,7928.74,12
Wholesale,Arhar,OD10,2023-24,projected,8458.97,12
Wholesale,Arhar,OD10,2024-25,projected,9024.66,12
Wholesale,Arhar,OD11,2013-14,published,4300.0,12
Wholesale,Arhar,OD11,2014-15,published,5200.0,12
Wholesale,Arhar,OD11,2015-16,published,5894.0,12
Wholesale,Arhar,OD11,2016-17,published,6416.0,12
Wholesale,Arhar,OD11,2017-18,published,6807.0,12
Wholesale,Arhar,OD11,2018-19,published,6312.0,12
Wholesale,Arhar,OD11,2019-20,projected,6734.11,12
Wholesale,Arhar,OD11,2020-21,projected,7184.45,12
Wholesale,Arhar,OD11,2021-22,projected,7664.9,12
Wholesale,Arhar,OD11,2022-23,projected,8177.49,12
Wholesale,Arhar,OD11,2023-24,projected,8724.35,12
Wholesale,Arhar,OD11,2024-25,projected,9307.79,12
Wholesale,Arhar,OD12,2013-14,published,4700.0,12
Wholesale,Arhar,OD12,2014-15,published,5900.0,12
Wholesale,Arhar,OD12,2015-16,published,6688.0,12
Wholesale,Arhar,OD12,2016-17,published,7279.0,12
Wholesale,Arhar,OD12,2017-18,imputed,7233.68,12
Wholesale,Arhar,OD12,2018-19,imputed,6729.72,12
Wholesale,Arhar,OD12,2019-20,projected,7677.45,12
Wholesale,Arhar,OD12,2020-21,projected,8190.87,12
Wholesale,Arhar,OD12,2021-22,projected,8738.63,12
Wholesale,Arhar,OD12,2022-23,projected,9323.02,12
Wholesale,Arhar,OD12,2023-24,projected,9946.49,12
Wholesale,Arhar,OD12,2024-25,projected,10611.66,12
Wholesale,Arhar,OD13,2013-14,published,4600.0,12
Wholesale,Arhar,OD13,2014-15,published,5533.0,12
Wholesale,Arhar,OD13,2015-16,published,6272.0,12
Wholesale,Arhar,OD13,2016-17,published,6827.0,12
Wholesale,Arhar,OD13,2017-18,published,7083.0,12
Wholesale,Arhar,OD13,2018-19,published,6200.0,12
Wholesale,Arhar,OD13,2019-20,projected,6614.62,12
Wholesale,Arhar,OD13,2020-21,projected,7056.97,12
Wholesale,Arhar,OD13,2021-22,projected,7528.9,12
Wholesale,Arhar,OD13,2022-23,projected,8032.39,12
Wholesale,Arhar,OD13,2023-24,projected,8569.55,12
Wholesale,Arhar,OD13,2024-25,projected,9142.63,12
Wholesale,Arhar,OD14,2013-14,published,4500.0,12
Wholesale,Arhar,OD14,2014-15,published,5650.0,12
Wholesale,Arhar,OD14,2015-16,published,6404.0,12
Wholesale,Arhar,OD14,2016-17,published,6971.0,12
Wholesale,Arhar,OD14,2017-18,imputed,6926.79,12
Wholesale,Arhar,OD14,2018-19,imputed,6444.22,12
Wholesale,Arhar,OD14,2019-20,projected,7351.74,12
Wholesale,Arhar,OD14,2020-21,projected,7843.38,12
Wholesale,Arhar,OD14,2021-22,projected,8367.9,12
Wholesale,Arhar,OD14,2022-23,projected,8927.5,12
Wholesale,Arhar,OD14,2023-24,projected,9524.52,12
Wholesale,Arhar,OD14,2024-25,projected,10161.46,12
Wholesale,Arhar,OD15,2013-14,published,4586.0,12
Wholesale,Arhar,OD15,2014-15,published,5050.0,12
Wholesale,Arhar,OD15,2015-16,published,5724.0,12
Wholesale,Arhar,OD15,2016-17,published,6231.0,12
Wholesale,Arhar,OD15,2017-18,imputed,6400.73,12
Wholesale,Arhar,OD15,2018-19,imputed,5954.8,12
Wholesale,Arhar,OD15,2019-20,projected,6793.4,12
Wholesale,Arhar,OD15,2020-21,projected,7247.71,12
Wholesale,Arhar,OD15,2021-22,projected,7732.39,12
Wholesale,Arhar,OD15,2022-23,projected,8249.49,12
Wholesale,Arhar,OD15,2023-24,projected,8801.17,12
Wholesale,Arhar,OD15,2024-25,projected,9389.74,12
Wholesale,Arhar,OD16,2013-14,published,4738.0,12
Wholesale,Arhar,OD16,2014-15,published,5716.0,12
Wholesale,Arhar,OD16,2015-16,published,6479.0,12
Wholesale,Arhar,OD16,2016-17,published,7052.0,12
Wholesale,Arhar,OD16,2017-18,published,7467.0,12
Wholesale,Arhar,OD16,2018-19,published,7467.0,12
Wholesale,Arhar,OD16,2019-20,projected,7966.35,12
Wholesale,Arhar,OD16,2020-21,projected,8499.09,12
Wholesale,Arhar,OD16,2021-22,projected,9067.46,12
Wholesale,Arhar,OD16,2022-23,projected,9673.84,12
Wholesale,Arhar,OD16,2023-24,projected,10320.78,12
Wholesale,Arhar,OD16,2024-25,projected,11010.97,12
Wholesale,Arhar,OD17,2013-14,published,4889.0,12
Wholesale,Arhar,OD17,2014-15,published,5800.0,12
Wholesale,Arhar,OD17,2015-16,published,6574.0,12
Wholesale,Arhar,OD17,2016-17,published,7156.0,12
Wholesale,Arhar,OD17,2017-18,published,7300.0,12
Wholesale,Arhar,OD17,2018-19,imputed,6725.02,12
Wholesale,Arhar,OD17,2019-20,projected,7712.03,12
Wholesale,Arhar,OD17,2020-21,projected,8227.77,12
Wholesale,Arhar,OD17,2021-22,projected,8777.99,12
Wholesale,Arhar,OD17,2022-23,projected,9365.01,12
Wholesale,Arhar,OD17,2023-24,projected,9991.29,12
Wholesale,Arhar,OD17,2024-25,projected,10659.45,12
Wholesale,Arhar,OD18,2013-14,published,4500.0,12
Wholesale,Arhar,OD18,2014-15,published,5167.0,12
Wholesale,Arhar,OD18,2015-16,published,5856.0,12
Wholesale,Arhar,OD18,2016-17,published,6375.0,12
Wholesale,Arhar,OD18,2017-18,published,6792.0,12
Wholesale,Arhar,OD18,2018-19,published,6341.0,12
Wholesale,Arhar,OD18,2019-20,projected,6765.05,12
Wholesale,Arhar,OD18,2020-21,projected,7217.46,12
Wholesale,Arhar,OD18,2021-22,projected,7700.12,12
Wholesale,Arhar,OD18,2022-23,projected,8215.06,12
Wholesale,Arhar,OD18,2023-24,projected,8764.44,12
Wholesale,Arhar,OD18,2024-25,projected,9350.55,12
Wholesale,Arhar,OD19,2013-14,published,4800.0,12
Wholesale,Arhar,OD19,2014-15,published,6000.0,12
Wholesale,Arhar,OD19,2015-16,published,6801.0,12
Wholesale,Arhar,OD19,2016-17,published,7403.0,12
Wholesale,Arhar,OD19,2017-18,published,6522.0,12
Wholesale,Arhar,OD19,2018-19,imputed,6694.22,12
Wholesale,Arhar,OD19,2019-20,projected,7676.71,12
Wholesale,Arhar,OD19,2020-21,projected,8190.09,12
Wholesale,Arhar,OD19,2021-22,projected,8737.79,12
Wholesale,Arhar,OD19,2022-23,projected,9322.12,12
Wholesale,Arhar,OD19,2023-24,projected,9945.53,12
Wholesale,Arhar,OD19,2024-25,projected,10610.63,12
Wholesale,Arhar,OD20,2013-14,published,4600.0,12
Wholesale,Arhar,OD20,2014-15,published,5658.0,12
Wholesale,Arhar,OD20,2015-16,published,6414.0,12
Wholesale,Arhar,OD20,2016-17,published,6981.0,12
Wholesale,Arhar,OD20,2017-18,published,6500.0,12
Wholesale,Arhar,OD20,2018-19,published,5800.0,12
Wholesale,Arhar,OD20,2019-20,projected,6187.87,12
Wholesale,Arhar,OD20,2020-21,projected,6601.68,12
Wholesale,Arhar,OD20,2021-22,projected,7043.16,12
Wholesale,Arhar,OD20,2022-23,projected,7514.17,12
Wholesale,Arhar,OD20,2023-24,projected,8016.67,12
Wholesale,Arhar,OD20,2024-25,projected,8552.78,12
Wholesale,Arhar,OD21,2013-14,published,4733.0,12
Wholesale,Arhar,OD21,2014-15,published,6011.0,12
Wholesale,Arhar,OD21,2015-16,published,6814.0,12
Wholesale,Arhar,OD21,2016-17,published,7417.0,12
Wholesale,Arhar,OD21,2017-18,published,7000.0,12
Wholesale,Arhar,OD21,2018-19,published,6725.0,12
Wholesale,Arhar,OD21,2019-20,projected,7174.73,12
Wholesale,Arhar,OD21,2020-21,projected,7654.53,12
Wholesale,Arhar,OD21,2021-22,projected,8166.43,12
Wholesale,Arhar,OD21,2022-23,projected,8712.55,12
Wholesale,Arhar,OD21,2023-24,projected,9295.19,12
Wholesale,Arhar,OD21,2024-25,projected,9916.8,12
Wholesale,Arhar,OD22,2013-14,published,4488.0,12
Wholesale,Arhar,OD22,2014-15,published,5036.0,12
Wholesale,Arhar,OD22,2015-16,published,5708.0,12
Wholesale,Arhar,OD22,2016-17,published,6213.0,12
Wholesale,Arhar,OD22,2017-18,imputed,6328.81,12
Wholesale,Arhar,OD22,2018-19,published,5805.0,12
Wholesale,Arhar,OD22,2019-20,projected,6193.21,12
Wholesale,Arhar,OD22,2020-21,projected,6607.37,12
Wholesale,Arhar,OD22,2021-22,projected,7049.23,12
Wholesale,Arhar,OD22,2022-23,projected,7520.65,12
Wholesale,Arhar,OD22,2023-24,projected,8023.58,12
Wholesale,Arhar,OD22,2024-25,projected,8560.16,12
Wholesale,Arhar,OD23,2013-14,published,4500.0,12
Wholesale,Arhar,OD23,2014-15,published,5567.0,12
Wholesale,Arhar,OD23,2015-16,published,6310.0,12
Wholesale,Arhar,OD23,2016-17,published,6868.0,12
Wholesale,Arhar,OD23,2017-18,published,7513.0,12
Wholesale,Arhar,OD23,2018-19,published,6167.0,12
Wholesale,Arhar,OD23,2019-20,projected,6579.41,12
Wholesale,Arhar,OD23,2020-21,projected,7019.41,12
Wholesale,Arhar,OD23,2021-22,projected,7488.82,12
Wholesale,Arhar,OD23,2022-23,projected,7989.63,12
Wholesale,Arhar,OD23,2023-24,projected,8523.93,12
Wholesale,Arhar,OD23,2024-25,projected,9093.97,12
Wholesale,Arhar,OD24,2013-14,published,4450.0,12
Wholesale,Arhar,OD24,2014-15,published,4833.0,12
Wholesale,Arhar,OD24,2015-16,published,5479.0,12
Wholesale,Arhar,OD24,2016-17,published,5963.0,12
Wholesale,Arhar,OD24,2017-18,published,6500.0,12
Wholesale,Arhar,OD24,2018-19,published,5683.0,12
Wholesale,Arhar,OD24,2019-20,projected,6063.05,12
Wholesale,Arhar,OD24,2020-21,projected,6468.51,12
Wholesale,Arhar,OD24,2021-22,projected,6901.08,12
Wholesale,Arhar,OD24,2022-23,projected,7362.59,12
Wholesale,Arhar,OD24,2023-24,projected,7854.96,12
Wholesale,Arhar,OD24,2024-25,projected,8380.25,12
Wholesale,Arhar,OD25,2013-14,published,4576.0,12
Wholesale,Arhar,OD25,2014-15,published,5100.0,12
Wholesale,Arhar,OD25,2015-16,published,5781.0,12
Wholesale,Arhar,OD25,2016-17,published,6292.0,12
Wholesale,Arhar,OD25,2017-18,published,6800.0,12
Wholesale,Arhar,OD25,2018-19,published,7000.0,12
Wholesale,Arhar,OD25,2019-20,projected,7468.12,12
Wholesale,Arhar,OD25,2020-21,projected,7967.54,12
Wholesale,Arhar,OD25,2021-22,projected,8500.37,12
Wholesale,Arhar,OD25,2022-23,projected,9068.82,12
Wholesale,Arhar,OD25,2023-24,projected,9675.29,12
Wholesale,Arhar,OD25,2024-25,projected,10322.32,12
Wholesale,Arhar,OD26,2013-14,imputed,4509.69,12
Wholesale,Arhar,OD26,2014-15,imputed,5402.21,12
Wholesale,Arhar,OD26,2015-16,imputed,6123.46,12
Wholesale,Arhar,OD26,2016-17,imputed,6665.3,12
Wholesale,Arhar,OD26,2017-18,published,6700.0,12
Wholesale,Arhar,OD26,2018-19,imputed,6233.22,12
Wholesale,Arhar,OD26,2019-20,projected,7148.06,12
Wholesale,Arhar,OD26,2020-21,projected,7626.08,12
Wholesale,Arhar,OD26,2021-22,projected,8136.07,12
